Страна,год,Категория продуктов питания,Общее_количество_отходов_(тонн),Экономический ущерб (Млн долларов),Среднее количество отходов на душу населения (Кг),Численность населения (Млн),Бытовые отходы (%)
china,2019,bakery item,26061.19,29622.9,191.51,418.61,49.9
russia,2024,fruit vegetable,23569.68,27289.4,199.15,1095.32,58.4
canada,2020,meat seafood,5978.9,5833.47,41.22,937.24,61.55
china,2018,meat seafood,30127.25,28702.33,133.83,1256.67,41.92
india,2019,meat seafood,37711.58,44058.28,76.61,1261.04,62.43
usa,2021,meat seafood,24498.79,28438.43,52.33,45.91,62.65
usa,2020,bakery item,26718.55,30067.32,117.0,371.31,43.57
japan,2022,grain cereal,3719.16,3803.6,61.05,882.69,50.28
japan,2020,frozen food,12302.84,11330.03,64.8,889.93,41.99
germany,2022,grain cereal,5457.06,5389.62,147.7,667.61,41.52
canada,2019,beverage,40705.2,40258.76,60.06,1009.32,62.85
spain,2022,frozen food,21309.4,17977.6,161.31,811.37,55.74
mexico,2020,prepared food,28455.74,28701.79,64.52,1270.2,56.37
south korea,2019,beverage,562.22,627.72,122.17,462.18,61.5
south africa,2022,beverage,29919.89,25147.81,32.57,1017.44,54.87
spain,2021,grain cereal,40334.35,38795.4,50.85,985.08,63.02
germany,2020,bakery item,21625.02,23407.4,143.29,1267.24,41.42
turkey,2021,bakery item,30450.77,30812.12,21.46,87.15,65.55
uk,2023,bakery item,8619.86,9439.1,74.56,1106.7,45.19
mexico,2018,prepared food,24221.08,24937.45,144.93,814.89,45.39
south africa,2018,fruit vegetable,42649.16,45762.45,78.08,222.74,46.48
france,2024,grain cereal,22354.93,18257.96,27.61,690.29,46.97
germany,2022,bakery item,18850.26,18542.54,167.04,946.56,67.68
usa,2021,grain cereal,2047.11,2369.73,72.27,35.05,62.62
spain,2023,bakery item,30417.22,28835.35,25.72,680.5,61.9
usa,2022,frozen food,11890.66,13680.35,178.86,381.88,52.96
brazil,2022,fruit vegetable,41759.37,35161.45,92.07,1097.09,42.12
turkey,2022,meat seafood,29113.22,27117.15,21.72,725.76,46.3
canada,2023,prepared food,16069.8,16316.85,42.72,1354.29,54.06
brazil,2023,prepared food,19085.74,21107.47,168.14,872.11,62.02
mexico,2023,beverage,45330.2,45565.69,135.78,854.62,39.71
germany,2019,fruit vegetable,24914.11,29706.21,32.57,1267.52,43.3
indonesia,2019,meat seafood,6272.68,5946.07,165.54,148.68,40.57
brazil,2022,fruit vegetable,43846.87,44810.33,67.92,167.79,40.76
turkey,2021,beverage,13864.8,15565.97,47.7,909.74,45.46
saudi arabia,2023,prepared food,35127.95,38873.69,186.21,877.4,51.37
south africa,2023,beverage,13534.93,12427.64,148.55,1189.8,54.12
south korea,2022,beverage,14779.69,12125.54,183.18,830.63,50.83
germany,2021,bakery item,12746.19,12488.54,119.42,553.49,58.65
spain,2020,frozen food,15449.15,12990.26,123.5,42.67,39.52
japan,2024,meat seafood,37100.54,35853.13,144.38,321.21,40.1
china,2019,bakery item,35356.04,37868.53,76.96,458.31,56.26
mexico,2024,meat seafood,12930.0,13350.78,172.99,86.63,52.4
canada,2024,bakery item,13512.16,15702.23,168.7,406.53,37.2
uk,2022,meat seafood,10642.53,9247.43,73.8,1201.16,52.48
russia,2019,prepared food,34493.48,36121.71,196.8,118.39,65.71
spain,2020,bakery item,11092.49,10035.0,150.02,1215.76,55.88
south korea,2024,frozen food,13338.14,12307.87,112.42,450.02,43.32
canada,2020,frozen food,25111.5,28295.66,190.76,1022.31,58.01
australia,2023,grain cereal,1434.79,1521.97,98.79,1150.57,61.54
australia,2024,bakery item,17941.25,14499.25,165.11,492.54,32.91
japan,2022,meat seafood,48372.88,48305.0,177.17,1289.27,35.56
usa,2024,dairy product,9666.4,9795.89,192.07,300.96,62.59
china,2021,prepared food,10461.91,12442.68,39.16,874.9,33.03
mexico,2022,prepared food,24836.07,23121.8,68.62,1310.94,50.31
brazil,2019,prepared food,13807.04,11632.83,23.49,654.05,54.44
brazil,2022,prepared food,49395.14,40327.45,100.35,1122.91,41.63
india,2018,beverage,20942.04,18650.07,124.24,128.07,48.63
uk,2019,meat seafood,10367.07,11883.66,128.73,462.9,53.3
germany,2023,dairy product,39760.39,38052.74,70.24,841.5,41.85
germany,2024,prepared food,47659.16,56031.37,89.22,1024.82,62.61
saudi arabia,2022,beverage,14009.07,12256.59,145.34,1284.28,50.62
saudi arabia,2019,meat seafood,43154.38,37000.11,175.09,1097.35,30.54
indonesia,2023,grain cereal,21517.15,25165.97,61.64,511.25,30.58
australia,2019,dairy product,15479.16,16007.31,34.64,221.5,31.2
france,2018,dairy product,7634.8,6920.6,152.62,819.72,69.38
france,2018,beverage,3715.38,4207.47,146.4,1024.27,65.04
canada,2022,grain cereal,44914.43,37679.79,167.65,907.89,59.33
turkey,2023,bakery item,48952.68,45037.44,127.04,485.67,62.91
argentina,2023,grain cereal,18528.17,15310.1,39.67,585.84,33.51
usa,2021,grain cereal,6924.7,6480.12,81.49,812.17,57.4
indonesia,2018,bakery item,16533.0,13724.03,79.02,1017.5,54.83
indonesia,2023,dairy product,42686.47,35909.27,131.08,932.12,39.68
canada,2018,meat seafood,12735.64,14984.8,119.17,970.84,54.49
australia,2019,dairy product,46106.35,45513.19,80.87,231.28,33.14
japan,2024,dairy product,35892.2,36287.72,154.65,183.52,30.62
russia,2023,fruit vegetable,6482.29,6869.84,30.16,291.71,54.49
china,2020,dairy product,21627.6,24587.61,118.9,1069.58,58.52
italy,2023,beverage,20092.05,18645.74,24.02,317.2,64.09
australia,2022,dairy product,48373.39,50449.34,58.89,1328.37,33.97
mexico,2024,grain cereal,17324.62,20112.65,140.0,243.99,31.13
south africa,2019,beverage,28539.63,27498.23,113.87,572.35,58.52
japan,2019,dairy product,20167.01,18982.01,61.78,651.99,63.3
mexico,2022,beverage,16309.24,13445.9,54.53,286.48,56.3
germany,2019,prepared food,39516.23,43657.2,83.82,241.94,42.42
brazil,2023,bakery item,6367.24,5602.06,136.13,857.6,58.67
spain,2020,dairy product,17786.74,19470.9,128.44,957.51,45.88
mexico,2023,meat seafood,26861.08,23432.21,107.89,853.88,55.24
china,2020,prepared food,3236.77,3128.03,28.91,846.7,50.11
china,2020,beverage,46073.0,42721.58,142.01,582.05,55.67
south korea,2018,fruit vegetable,24411.49,22266.81,188.9,715.16,55.23
france,2024,dairy product,11016.36,10330.11,199.71,1212.3,57.56
turkey,2018,frozen food,18824.66,16221.22,121.56,1190.79,51.6
uk,2024,grain cereal,30251.98,30485.18,155.22,673.12,33.25
japan,2021,grain cereal,28188.81,25430.05,158.6,334.9,53.62
india,2018,beverage,28017.92,33552.64,132.71,226.82,56.25
canada,2022,meat seafood,47128.3,42676.68,74.29,783.58,32.16
china,2023,dairy product,29274.27,32530.11,131.41,472.82,52.1
argentina,2021,bakery item,10846.69,11717.08,197.88,122.85,37.11
spain,2023,grain cereal,20059.23,20402.65,86.38,691.1,48.02
brazil,2018,bakery item,23891.65,20701.81,99.24,1111.73,58.82
indonesia,2022,meat seafood,15955.86,15880.58,41.11,1178.63,62.6
argentina,2022,frozen food,44822.55,49895.35,197.44,147.11,58.43
turkey,2019,prepared food,4850.3,4607.66,39.08,1303.56,59.11
canada,2020,beverage,12696.71,11643.15,112.93,1114.59,64.18
canada,2024,bakery item,44657.28,35786.01,61.37,532.43,67.86
germany,2018,prepared food,33073.05,27678.55,26.72,442.73,38.23
russia,2024,fruit vegetable,6638.89,7472.43,190.81,859.16,46.5
turkey,2019,prepared food,29636.36,24638.24,102.09,576.06,45.68
china,2022,beverage,3118.62,2909.39,53.67,718.13,69.49
france,2019,fruit vegetable,22247.62,20257.28,174.26,816.6,49.44
india,2024,frozen food,21206.07,22699.83,122.95,828.48,66.38
australia,2019,beverage,1160.27,1158.34,162.82,862.09,31.66
mexico,2018,beverage,20437.01,18175.82,141.35,1218.82,48.58
india,2023,prepared food,26977.56,24530.02,193.92,341.15,68.48
usa,2022,prepared food,25659.44,27457.72,59.04,560.91,58.83
south korea,2022,meat seafood,30588.9,31101.57,21.56,964.88,57.23
usa,2022,dairy product,42054.56,40586.17,164.65,677.49,53.46
india,2019,fruit vegetable,20333.88,19202.66,29.37,694.96,67.92
brazil,2018,prepared food,3695.8,3320.68,167.39,385.12,44.05
south korea,2024,fruit vegetable,5443.2,6472.66,91.07,781.44,61.41
mexico,2024,frozen food,27555.01,32211.96,198.85,879.18,58.24
france,2023,dairy product,17163.86,15214.37,93.25,795.91,37.65
mexico,2018,frozen food,20127.91,23658.57,23.63,1318.56,33.81
south korea,2019,prepared food,33616.77,37461.32,96.66,793.41,67.61
spain,2021,grain cereal,24828.02,28575.73,127.59,84.87,54.24
china,2018,fruit vegetable,39189.88,31790.93,130.79,81.49,55.08
australia,2019,frozen food,18656.62,18849.19,124.85,851.83,33.19
argentina,2020,prepared food,41121.47,43606.7,79.56,644.19,49.93
australia,2023,dairy product,37510.62,39567.06,163.64,483.55,62.31
china,2018,meat seafood,12159.07,10518.83,82.6,660.32,61.64
usa,2024,grain cereal,34569.48,40686.83,139.98,1130.72,51.8
germany,2020,dairy product,30427.46,33884.0,54.92,515.99,53.03
italy,2023,bakery item,4743.07,4114.13,114.16,344.64,57.84
brazil,2021,prepared food,43200.15,41602.23,156.1,73.26,60.36
germany,2020,grain cereal,15846.89,15977.17,29.66,14.29,68.66
china,2021,prepared food,31604.43,26619.06,94.24,1041.21,58.07
turkey,2021,beverage,16371.07,14569.73,47.48,750.16,34.54
mexico,2024,meat seafood,46119.45,49919.74,167.45,74.18,67.86
india,2018,dairy product,45091.91,49126.26,25.51,1153.08,67.08
indonesia,2024,fruit vegetable,19489.91,16282.94,74.42,741.77,64.61
uk,2022,fruit vegetable,23277.06,22356.43,46.29,629.91,32.05
china,2020,prepared food,24031.22,23043.58,126.36,266.97,37.82
germany,2020,beverage,5422.74,5240.92,162.21,961.64,55.72
mexico,2018,bakery item,21948.76,21902.54,30.5,31.37,46.71
uk,2020,grain cereal,1081.28,1229.69,61.13,223.81,63.93
uk,2022,prepared food,14430.76,16888.06,144.34,963.08,44.8
spain,2021,prepared food,44576.73,43740.2,197.32,901.66,32.37
japan,2021,frozen food,46520.88,39478.68,151.88,999.48,35.13
uk,2022,prepared food,31463.73,28077.99,132.09,726.58,55.88
japan,2021,frozen food,3453.37,3784.44,192.15,1086.88,44.02
china,2022,meat seafood,26277.31,30674.72,20.75,656.63,43.06
india,2018,dairy product,41442.17,49120.49,143.82,88.96,41.44
india,2018,bakery item,7407.11,8434.11,65.06,946.68,39.03
saudi arabia,2021,prepared food,7622.58,6157.83,134.33,432.37,46.42
saudi arabia,2022,beverage,30652.52,26069.74,76.6,112.13,65.33
argentina,2020,meat seafood,36153.21,36870.87,176.39,1120.59,60.62
india,2023,fruit vegetable,11603.07,11644.19,26.14,140.02,45.24
canada,2019,meat seafood,33343.15,26737.93,167.41,795.46,66.43
indonesia,2023,bakery item,11475.82,12885.65,136.27,20.81,38.52
canada,2024,grain cereal,10072.96,9513.04,181.16,27.82,43.75
spain,2024,prepared food,34364.95,32364.26,80.99,117.11,68.44
japan,2019,beverage,14796.52,16707.61,92.42,703.18,54.66
south africa,2020,bakery item,23360.75,22195.26,180.18,362.85,40.46
china,2022,meat seafood,1011.68,919.94,37.25,956.73,45.72
indonesia,2018,beverage,27660.96,27545.69,74.29,471.86,50.38
china,2020,meat seafood,37063.7,38958.87,65.78,970.37,57.16
argentina,2024,grain cereal,9529.03,7712.48,29.71,205.53,52.34
india,2023,prepared food,37980.82,40452.6,28.37,1076.39,57.82
germany,2021,prepared food,16122.55,16004.94,99.02,974.12,38.33
germany,2019,bakery item,20978.66,21563.28,44.01,384.7,57.49
usa,2023,beverage,22494.61,22123.44,110.24,907.33,33.97
france,2023,grain cereal,21227.75,17377.69,20.51,538.56,31.0
uk,2021,prepared food,39111.74,39806.89,51.92,863.99,40.69
russia,2020,meat seafood,16164.38,17607.22,151.09,920.06,32.38
mexico,2023,beverage,15736.94,18485.23,42.93,675.35,35.19
argentina,2019,beverage,43821.86,39412.04,46.19,425.07,63.12
south korea,2022,beverage,37480.14,30030.39,167.72,498.14,47.75
china,2019,fruit vegetable,3823.85,4044.24,86.78,1173.69,43.82
south africa,2022,fruit vegetable,21318.41,25152.62,179.31,1114.25,30.27
south korea,2021,fruit vegetable,42859.72,50711.06,127.01,24.58,57.57
spain,2018,prepared food,43304.58,41725.59,85.0,1108.78,48.8
mexico,2020,bakery item,28093.54,27792.33,109.11,1386.45,53.14
canada,2018,beverage,26293.2,25146.6,105.94,1373.66,31.16
indonesia,2020,beverage,21236.93,23525.6,124.11,666.37,63.05
italy,2023,frozen food,7047.63,7770.09,192.1,1066.28,38.35
argentina,2019,bakery item,26444.57,21751.45,122.56,831.79,32.04
argentina,2021,prepared food,38866.8,41263.43,24.9,644.33,52.54
south africa,2020,frozen food,49872.89,52126.46,149.75,970.59,34.47
brazil,2022,bakery item,574.78,680.3,75.4,1104.87,54.17
italy,2022,prepared food,6744.99,6123.36,28.23,1308.31,36.85
russia,2023,beverage,25544.81,20534.78,83.1,254.13,61.58
china,2023,meat seafood,31227.83,27531.76,175.43,426.57,30.56
italy,2021,fruit vegetable,30956.74,31992.48,137.76,776.66,37.98
south africa,2023,bakery item,34812.38,40287.24,113.55,948.77,43.02
south africa,2024,dairy product,6165.28,6649.18,59.55,587.31,52.46
uk,2023,prepared food,7564.96,8080.02,84.93,622.85,49.72
italy,2021,fruit vegetable,39467.81,44238.51,160.81,1064.83,49.61
germany,2021,dairy product,2575.08,2948.07,144.92,761.84,51.87
france,2018,meat seafood,29641.32,30420.81,178.31,153.55,60.79
spain,2024,meat seafood,44974.08,51881.79,35.98,309.36,58.07
canada,2019,dairy product,49647.16,56893.55,144.88,884.84,57.73
uk,2024,grain cereal,19391.4,22473.12,145.34,954.1,49.5
australia,2024,fruit vegetable,22251.13,22714.85,64.89,1289.83,31.34
australia,2021,frozen food,7127.97,6705.08,20.71,697.57,48.44
india,2023,frozen food,2719.91,2582.01,27.85,361.98,44.08
usa,2024,frozen food,43993.85,51377.53,93.19,827.64,66.88
spain,2019,prepared food,20260.04,18393.6,116.36,1054.0,51.2
russia,2024,frozen food,36252.86,40806.0,124.33,948.36,54.8
germany,2022,grain cereal,29993.64,26143.71,170.9,1395.33,30.97
canada,2023,meat seafood,35565.43,32461.74,165.87,286.81,65.95
indonesia,2021,fruit vegetable,22829.41,24110.26,40.64,900.54,44.89
saudi arabia,2024,meat seafood,42109.96,38051.03,121.87,153.07,65.54
south africa,2019,grain cereal,22940.7,26488.41,25.23,74.82,56.54
south africa,2021,bakery item,47715.07,47347.02,29.42,689.62,56.88
germany,2018,beverage,11103.8,10173.77,70.21,490.84,69.14
usa,2018,dairy product,1114.54,1314.03,109.34,68.91,51.64
south korea,2021,dairy product,5460.86,5639.52,53.64,187.44,67.54
saudi arabia,2018,bakery item,35406.82,38643.84,104.87,154.73,39.23
brazil,2024,dairy product,36311.05,37535.07,153.46,255.12,53.38
france,2018,beverage,47669.1,41733.57,64.36,477.47,65.51
china,2018,bakery item,10004.35,11998.56,118.36,1362.29,48.17
china,2019,meat seafood,10809.83,9014.74,34.66,121.14,69.28
russia,2019,frozen food,4275.46,4274.48,137.01,96.67,53.0
india,2022,dairy product,1993.1,1653.46,149.71,1042.48,49.14
italy,2023,frozen food,37300.19,34241.74,117.96,1162.68,57.89
france,2022,prepared food,5117.99,4340.83,148.17,860.14,49.71
south africa,2019,dairy product,12616.07,13450.5,123.63,410.18,42.13
usa,2022,frozen food,22874.2,19013.91,128.93,952.95,56.07
usa,2024,frozen food,34920.22,41297.31,119.51,166.78,34.07
france,2018,beverage,6088.35,6794.92,101.67,1149.02,54.07
australia,2023,dairy product,20112.72,23111.23,182.53,397.74,46.93
saudi arabia,2024,beverage,7001.67,6253.55,115.35,506.46,52.79
china,2022,beverage,25815.31,29076.17,192.98,173.91,34.65
argentina,2024,prepared food,9741.44,10923.48,120.83,1136.78,51.6
spain,2021,frozen food,41721.49,41115.12,24.6,567.16,44.66
south africa,2021,beverage,49192.28,59029.87,28.54,1290.93,41.14
indonesia,2021,dairy product,46625.67,48880.59,121.33,914.66,64.54
india,2020,prepared food,8909.19,8804.13,159.94,1036.76,48.9
japan,2018,meat seafood,16809.82,18628.91,20.83,1337.61,36.52
france,2023,dairy product,40463.95,38574.46,197.39,725.6,58.54
india,2020,meat seafood,11109.1,12458.95,71.05,1050.53,36.53
turkey,2019,bakery item,3050.44,3309.9,27.19,749.25,53.23
france,2019,dairy product,40180.37,36904.96,144.18,1353.6,40.52
china,2021,frozen food,39804.76,38327.61,122.11,730.23,50.77
uk,2018,prepared food,12236.96,11797.57,169.76,257.61,47.53
saudi arabia,2023,dairy product,39089.47,43319.68,146.0,1208.04,54.47
brazil,2019,grain cereal,6050.53,5040.95,124.6,1083.62,60.17
south africa,2023,beverage,16404.78,16488.93,144.96,1258.65,48.67
australia,2018,bakery item,1098.79,1258.13,113.71,51.71,62.91
saudi arabia,2019,dairy product,13413.85,16060.04,153.19,1365.68,43.03
uk,2023,beverage,18477.47,16169.26,189.68,116.27,62.14
argentina,2024,prepared food,23781.08,20518.47,95.72,220.58,62.52
saudi arabia,2021,grain cereal,24407.25,23085.93,27.03,965.22,36.24
spain,2018,meat seafood,10143.42,8282.51,122.22,835.71,46.78
italy,2023,prepared food,42517.89,45806.9,40.38,1119.79,39.87
italy,2021,grain cereal,24957.79,23552.71,44.93,734.5,33.77
uk,2022,fruit vegetable,37787.32,41231.55,83.06,222.81,50.4
germany,2018,beverage,15418.31,14446.9,85.5,17.79,31.57
canada,2023,dairy product,23820.09,22406.26,123.31,1363.28,56.33
turkey,2023,dairy product,38824.25,31165.16,89.32,1155.79,67.7
brazil,2023,dairy product,38384.3,41110.12,155.28,301.83,42.32
brazil,2020,meat seafood,44864.56,46271.11,46.66,762.99,35.98
italy,2023,fruit vegetable,26493.15,24338.43,68.05,893.81,69.94
spain,2023,grain cereal,22081.35,21954.34,64.9,417.68,57.16
japan,2022,meat seafood,5754.96,5176.17,138.03,876.07,47.77
saudi arabia,2024,dairy product,48061.2,40348.26,102.55,148.08,67.86
india,2019,dairy product,22082.54,26283.89,146.74,1093.49,46.21
south africa,2024,fruit vegetable,14884.47,16805.56,33.18,427.48,61.0
indonesia,2023,dairy product,6932.17,5755.96,98.51,862.35,45.62
spain,2018,frozen food,41164.11,44860.98,118.7,1045.49,59.02
argentina,2022,frozen food,13640.73,12172.06,193.59,879.77,57.32
south africa,2021,fruit vegetable,21081.25,21851.24,52.68,492.72,32.83
usa,2022,frozen food,43266.7,45722.33,56.36,1289.02,32.05
brazil,2020,beverage,44297.88,49936.7,57.61,828.54,69.5
germany,2021,bakery item,16844.8,14205.02,104.13,726.49,36.15
australia,2022,grain cereal,23374.75,20755.29,88.6,1282.72,68.07
germany,2024,meat seafood,15446.96,14357.89,184.54,807.79,55.9
canada,2023,bakery item,38768.71,42416.9,164.11,228.2,50.76
uk,2023,beverage,8414.8,9984.14,158.88,25.39,57.91
usa,2023,beverage,44969.56,48115.31,178.15,330.28,37.99
usa,2019,meat seafood,42832.47,39205.91,172.02,1292.03,45.79
uk,2020,dairy product,15700.61,18354.83,145.93,1318.08,53.6
turkey,2018,bakery item,19268.21,17241.57,47.39,755.37,49.51
germany,2018,meat seafood,25412.81,24517.81,53.13,905.82,63.74
australia,2023,frozen food,24491.1,28821.19,153.93,320.0,44.13
china,2018,frozen food,3072.05,3486.72,93.1,509.61,54.15
france,2019,beverage,18698.62,20495.74,199.8,245.4,35.1
south korea,2020,meat seafood,33887.03,32310.06,104.43,426.96,37.42
mexico,2024,beverage,12211.81,11994.85,66.66,1324.92,52.25
italy,2022,frozen food,38347.96,41285.16,72.47,506.24,59.52
mexico,2018,frozen food,21201.55,19115.21,52.05,542.78,33.3
south africa,2021,dairy product,607.89,612.11,136.62,129.37,41.94
russia,2020,dairy product,35936.68,30314.9,140.07,78.16,39.7
germany,2020,prepared food,19452.21,23192.66,175.7,445.83,50.32
italy,2023,dairy product,37128.77,31765.22,93.57,671.42,62.43
spain,2019,fruit vegetable,45845.58,43305.89,53.95,1280.09,59.84
mexico,2023,meat seafood,8534.59,8703.64,43.65,487.73,56.02
argentina,2021,dairy product,20087.93,23773.4,59.64,957.49,34.0
brazil,2018,grain cereal,15663.37,12969.3,45.44,1120.22,43.23
india,2019,frozen food,21755.05,19070.82,145.7,1224.2,44.11
usa,2024,fruit vegetable,17611.63,18603.78,142.77,154.37,68.38
mexico,2022,bakery item,22620.3,21652.05,138.18,665.27,42.14
italy,2023,fruit vegetable,16001.7,17823.32,107.75,755.37,60.5
india,2018,dairy product,2912.85,2730.0,143.47,368.9,36.11
